rows,stations,avg_actual,avg_predicted,mae,median_ae,rmse,wape,nonzero_mape,nonzero_mape_coverage,bias,segment
165,7,39.99393939393939,40.49839620177115,13.80796869666447,7.9052389057596315,21.213741924465836,0.34525152825422606,0.5777313959033914,1.0,0.012613331306597959,cold_start
65800,2131,34.92471124620061,36.25191814275768,10.785484672661763,4.399597928818575,20.253243921420562,0.30882101205160556,0.5299871571491607,0.9714893617021276,0.0380019433002889,mature
