rows,stations,avg_actual,avg_predicted,mae,median_ae,rmse,wape,bias,borough
22066,716,73.49238647693284,77.98227321679975,22.182473865216107,14.212289098598898,32.86869412151105,0.3018336310548107,0.06109322278269142,Manhattan
17242,557,24.286683679387544,24.523496708889585,7.558736012540717,4.2715675619726525,12.099381900624579,0.31122964799660663,0.009750735531793722,Brooklyn
14175,459,11.76331569664903,11.212330896520509,3.9200116709344157,2.655126571156279,5.726376040319968,0.3332403696392416,-0.04683924280681151,Queens
12482,404,7.8085242749559365,7.17294405159367,2.9314890420215187,2.085972121495248,4.357668971489956,0.375421646753869,-0.0813956902715593,Bronx
