rows,stations,avg_actual,avg_predicted,mae,median_ae,rmse,wape,bias,volume_segment,avg_train_departures
21925,710,4.926339794754846,4.067281026541451,2.3267524199614535,1.8110655171977403,3.1119715116065114,0.4723085529826393,-0.17438073783055907,low_volume,9.638323717929655
21962,710,18.633867589472725,18.701324029522656,5.859471470281484,4.493087222591135,7.91074518768937,0.3144527802479296,0.00362009871144729,medium_volume,36.637815668711035
21927,711,81.24394582022164,86.01824155759232,24.176170142545196,17.251344721085633,34.03928900194107,0.29757503649616857,0.05876494167251952,high_volume,161.04468750548807
151,5,39.48344370860927,40.01888536505688,14.25539299687576,8.390025913811229,21.8476442867999,0.3610473570158067,0.013561169091511106,no_train_history,
